first_release_date,genres,id,name,platforms,storyline,summary
1694822400,"[31, 32]",264660,Memory Patches,[6],Missing,A visual short novel about a girl who wakes up in an empty apartment and tries to figure out what happened In front of her are four boxes filled with different items from her past Touching them she recalls pieces of memories but one of the items is cursed
1694736000,"[13, 15, 31, 32]",264658,Gold Rush Clicker,[6],Missing,Dive into Gold Rush Clicker an idle clicker game where you start as a novice miner Tap to mine gold buy upgrades and face strategic challenges With procedurally generated levels stunning graphics and Steam achievements its an endless journey to become the ultimate mining tycoon
1694649600,[15],264656,HotDog TD,"[6, 14]",Missing,This is an awesome Tower Defense game that you need to protect the world from Alien s invasion
1695600000,[32],264638,SCP-479: Shadows of the Mind,[6],Missing,You are a Class D personnel on an experimental mission for the Foundation to investigate SCP479 The facility is linked to anomalies affecting the human psyche gradually driving them insane Please remember to take your pills
1694131200,"[13, 32]",264636,Sex Play: The Sauna,"[3, 6, 14]",Missing,A quick and dirty game made especially for your pleasure Contains visual novel elements and a sex simulation part You play the role of a man who goes to the sauna and receives a special treatment
1694736000,"[13, 14, 32]",264617,Simple Snooker,[6],Missing,This is a twoplayer Snooker game that runs on computer desktop or virtual reality device
1695081600,"[8, 31, 32]",264612,Sun-Rise.exe,[6],Missing,Adventure through bizarre and intricately made levels in this 2D platformer game
1694995200,[12],264600,Eldritch Exterminators,[6],Missing,Face the Eldritch hordes You are a possessed gun feeding on the souls of the dead Grow your power and challenge the Eldritch Gods for Dominion over the Void Slay the Forgotten Ones and harness Unspeakables in this Bullet Heaven and escape the ties that bind
1694736000,"[12, 31]",264598,Clanswoman,[6],Missing,It is a story about the adventure of two sisters who leave their quiet lives behind and embark on a journey of revenge due to some unfortunate events Turn based adventure game
1694736000,[13],264584,FarmCraft,[6],Missing,Roll up your sleeves and get to work and start building your farm now
1694649600,"[9, 13]",264578,Steampunk Jigsaw Puzzles,[6],Missing,Dive into a world of Victorian elegance and mechanical marvels Discover steampowered wonders while testing the limits of your puzzlesolving skills
1694736000,"[12, 15, 31]",264576,The Princess's Dragon,[6],Missing,Traverse the winding dungeon of the dragon as you attempt to reverse the curse that has been set upon you by the cursed sword
1694649600,"[13, 15, 32]",264574,This is My Place,[6],Missing,This is my place  This is a fantasy war game with simple gameplay but difficult survival Players need to upgrade facilities to obtain more resources to defend their territory In addition to wars players can also gain more resources or morale by playing minigames So how many days can you last
1694649600,"[13, 31, 32]",264573,To The Mars,[6],Missing,Are you ready to climb Mars just for fun This is a concise game nothing more You can always repeat it you learn from mistakes It should be simple enough good luck to everyone
1694736000,"[10, 32]",264569,Posthaste,[6],Missing,An arcade rally game
1694649600,[32],264558,Rainbow,[6],Missing,Who are you Where is this place Find the secret in a rainbowcolored monochrome world Maybe this is all someones dream
1694649600,"[5, 32, 33]",264553,Kaikan,[6],Missing,Kaikan is a vertical scrolling shooter that focuses on destroying enemies Destroy enemies with 6 types of aircraft with different performance clear 5 stages and aim for a higher score
1694736000,[32],264551,I Commissioned Some Cats 2,[6],Missing,I paid artists to hide cats and wool in 15 pieces of artwork Can you find them all Warning Relaxing
1695340800,[32],264550,Homebound,"[6, 14]",Missing,Tasked with finding humanity a new home a lonely astronaut braves a desolate planet while making a fluffy friend along the way homebound is a short 2D puzzle platformer that explores the feeling of home
1694822400,"[15, 31]",264548,Girl Up,[6],Missing,Embark on an exciting adventure in the heights preventing the villain Vill from accomplishing his goal Confront him overcoming the condemnation of humanity Dont stop keep climbing girl
1694476800,"[12, 13, 31]",264541,Beat Survival,[6],Missing,Beat Survival is 2D pixel actionadventure survival game where you can play as single or in 2 players local coop where you start driving around looting scavenging crafting fishing dismantling and do more missions Not only you fight the bad guy and zombies but you also interact with others
1695168000,"[31, 32]",264524,Vasilisas Torment,[6],Missing,Pass all the tests to free the soul of Vasilisa But will you be able to do it and will you have enough skills to overcome the ingenious traps that the evil spirits set up
1695340800,"[31, 32]",264518,Woodland Town,[6],Missing,Embark on a cozy journey of discovery and wonder in this enchanting exploration game Immerse yourself in the lush embrace of a mystical town and the adjacent forest where hidden objectives await your keen eye
1695945600,[32],264515,You're Not Family,[6],Missing,A really short free narrative rhythm game by Atiya Nova Attend a family dinner and time your key presses to the flow of conversation Features lots of familial tension with a dash of misery And cute bunnies
1695081600,"[8, 9, 31]",264511,Waking Up: Way Back Home,"[3, 6, 14]",Missing,A child infiltrates a spaceship to carry out a secret rescue mission His objective is compromised when they must make a forced landing on a strange planet Explore this mysterious place overcome obstacles and find the way back home
1694476800,"[13, 31, 32]",264509,Hapy-y,[6],Missing,The worlds first attuned superhuman gets stuck in a quest room about his own life The puzzles seem easy but at one point his way out turns into a nightmare
1695859200,"[10, 13]",264500,Overpass 2,"[6, 167, 169]",Missing,Identify the best routes and balance of power speed and precision to overcome obstacles at the controls of a UTV ATV or Rock Bouncer In both solo and multiplayer mode your talent and choices of technique will make the difference
1695254400,"[31, 32]",264486,Terminal Theatre Soft,[6],Missing,Probably as long as a place buries a corpse it will really bind a living personI would look back without hesitation because when we walked together through the cold and wet mansion I saw all the lives we spent together and in the last moment I chose to remember
1693699200,[5],264473,Villa de la Muerte,[6],Missing,This was a map originally made for a vaguely spainsyringe inspired project but decided after some time to release on its own
1695340800,"[32, 33]",264469,Shrink Assault,[6],Take control of a new prototype spaceship thats been shrunken by new military technology to defeat the Rogue AI which threatens billions of lives with a potential black hole event  However upon infiltration your spaceship has been partially hacked preventing you from slowing down Skilfully avoid obstacles controlled by the Rogue AI and ultimately destroy the MegaBrain,Shrink Assault is a SciFi game featuring a mix of Infinite Runners and Rail Shooter games Skilfully control your spaceship to dodge obstacles and shoot enemies
1693612800,[5],264413,Tempest Enterprise,[6],Missing,Tempest Enterprise is a new episode for Doom 2 designed for limit removing source ports made by various members of Doomer Boards lead by 40oz
1695945600,"[31, 32]",264408,Gordy and the Monster Moon,"[3, 6, 14]",Missing,Gordy and the Monster Moon is a bitesized explorationdriven game about a pumpkin astronaut going on spooky adventures
1695340800,"[8, 31, 32]",264392,Lucha Masters StickerMania,"[6, 34]",Missing,Lucha Masters StickerMania is an action and platform game you will play with Lucho a small axolotl with a big dream be a Luchador Lucho meddles in a new problem mistakenly releases the god of jokes Mexica a coyote the god Huehuecoyotl who for fun makes a joke Destroy reality  You will enter a world of video games and you will visit several cities in Mexico to prevent the Coyotes plan  You will not be alone in this adventure you will be able to play with professional Wrestlers such as the Legend Octagon  the Son of Octagon Coco Rojo Segundo Dr Karonte Jr and many more Rudos and Técnicos come together to stop this threat  Face monsters like the Mummies of Guanajuato the Witch of Catemaco the Vampire of Guadalajara La Llorona and many more  Will you have enough courage to stop a god become a Luchador and eat many chilaquiles  Get ready to be a Lucha Master
1693958400,[32],264259,Logic Colors,[6],Missing,Logic Colors is Indie Logic Game in which You move color tiles to solve riddles Discover rules and relax in 225 unique levels and unlock all items in game Will You finish them perfectly
1694044800,[32],264228,Cellosseum,"[6, 14]",Missing,Cellosseum is a bullet heaven following the progress of a lone cell as it battles a variety of enemies on its quest to guide the evolutionary process of life itself Upgrade your attacks shields health and speed to understand your role in the creation of life on the planet of Ceres Prime
1694131200,[9],264212,Find Up!,[6],Missing,Find the differences between two images Export images as wallpapers Builtin game editor allows players to make their own game content Support Steam workshop to share the ugc content
1695254400,"[31, 32]",264210,Livestream 2: Escape from Togaezuka Happy Place,"[6, 130]",Missing,Can you escape the horror of being hunted down The sequel to the survival horror game Livestream Escape from Hotel Izanami is now available
1694563200,"[5, 31, 32]",264206,The Sheriff's Town,[6],Missing,The Sheriffs Town is a game where you control a sheriff to exterminate hordes of zombies
1694304000,"[15, 32]",264184,Rage of Towers,[6],Missing,Rage of Towers is a modern Realistic Tower defense game Typically you build towers on the path to destroy enemies before they reach the end But what if you could take control of the tower by yourself and feel the battlefield
1693958400,"[12, 31, 32]",264175,The Encounter,[6],Missing,This game tells the story of a Chinese family who inexplicably disappeared in 1999 Afterwards a journalist was sent by the TV station to investigate and visit this incident and the subsequent events The final outcome will be unimaginable to you Looking forward to your experience
1694736000,[32],264153,Chez Croggy,"[6, 14]",Missing,Chef Croggy AKA Croggster AKA Croggison is on the trip of a lifetime Get ready for a gruesome and rage inducing experience as you run jump and push your way through the wacky physics and camera angles Chez Croggy has to offer
1694995200,"[13, 15]",264137,The Third Age,[6],Missing,Magical SLG Masterpiece Real Strategy  Exclusive Heroes Together into Battle
1693785600,[31],264135,Cat Apartment,[6],Missing,Cat Apartment is a 25D swivel find gameplay dynamic cat hunt game where you need to take care of all the cats in the apartment Find cute cats hidden in a relaxing apartment
1693958400,"[15, 31, 32]",264111,Gulf Echoes: Tent of Treason,[6],Missing,Embark on a coop puzzle journey rooted in the Arab gulf region Grab a friend and unravel tales from the past You and your partner must bridge time sharing clues to unveil hidden truths Solve intricate puzzles from the present to the past
1694563200,"[15, 31, 32]",264028,Mission: Space,[6],Missing,After the Earth exploded the fate of the Earth is in your hands By creatively building your own spaceship youll fight your way through space against pirates On your journey you will meet many different life forms some with good others with bad intentions
1694649600,"[8, 31, 32, 33]",264006,Silent Paws: Hidden Valley,"[6, 130]",Missing,Embark on a tranquil journey through the mesmerizing landscapes of the Hidden Valley as you take on the role of a graceful fox in this enchanting walking simulator
1693872000,"[15, 32]",263999,Warzoom,[6],Missing,Warzoom A Game Of Dynamic Strategy is a fantastic game thats easy to learn and loads of fun to play Its a titfortat with no two games ever alike Non stop action from the beginning to the end Prepare for battle
1694476800,"[15, 32, 35]",263992,Soul of War: Legions,[6],Missing,SoulofWar is a strategy deckbuilding game with twists It features 8player PvP battles where you strategically outplay your opponents It introduces a fresh auto chess gameplay
1695168000,"[12, 15]",263969,Castle Empire,[6],Missing,Unleash your strategic prowess
1694217600,"[13, 15, 31]",263963,Farm Garden Simulator,[6],Missing,Farm Garden Simulator is a farm simulator game where you can grow a lot of crops and raise animals
1695772800,"[8, 9]",263943,Betomis,"[6, 48, 49, 130, 167, 169]",Missing,Explore dark dungeons as a valiant knight and survive using your wits and limited resources
1694563200,[5],263942,Mystic Gate,"[6, 48, 167, 169]",Missing,Take the role of a wanderer and his robotic companion as they travel beyond the gate and attempt to master its secrets Dash dodge and take aim at hordes of enemies through procedurally generated dungeons that make every run feel unique Presented in topdown pixel art style Mystic Gate is a twin stick shooter that combines RPG elements with bullet hell action Can you survive upgrade and overcome the terrors of the gate to realize your ultimate dream
1693612800,"[31, 32]",263938,The Genesis Order,[6],Missing,Murder and mystery lead a young detective to investigate a cult and to cross paths with a criminal organization With the help of an angel and a harem of beauties take on the challenge of saving the world from a mysterious threat
1694476800,"[15, 32]",263886,Logiart Grimoire,[6],Missing,You who have taken hold of the Logiarts grimoire encounter Emil the custodian of the grimoire  Originally it is a magical book that can solve Logiart but the cast magic has gone awry transforming it into an enigmatic tome Most of the Logiart can no longer be unraveled  As one led by the Logiarts grimoire you can solve the mysteries of the book and once again restore the ability to solve Logiart Lets work together with Emil to unravel the mysteries of this mysterious grimoire and restore it to its original state
1694476800,"[9, 15, 32]",263882,Cipher-8,[6],You just couldnt let go of your dream to become some sort of cyberpunk Robin Hood so you invented a device that connects your brain to the inner world of a highsecurity safes digital lock Somewhat irritated the safe suggests you play a game to make up for your intrusion Lose and be locked in forever or win to attain unimaginable wealth to redistribute among those in need of course Can you crack the cipher,Cipher8 is a braintwisting minimalist arcade puzzler where you push numbers into a grid and manipulate them with randomly drawn special abilities Blitz mode is all about frantic combo streaks In puzzle mode you can analyze every move Both modes scale infinitely in their difficulty
1695254400,Missing,263830,Celbugs,[6],Youve just awoken on an island home to colourful cubic critters known as Celbugs The Celbugs are in grave danger squareshaped Gnats born from human pollution are preying on them Its down to you to amass an army of Celbugs and help return their species to its former glory,A colourmatching puzzle game in which you breed cute critters  Celbugs  and use them to beat levels
1695168000,"[31, 32]",263826,At Light Speed,[6],Missing,An extremely challenging 3D platformer After crash landing you must find your way home through an obscenely dangerous asteroid belt This world is filled with massive jump challenges all to be completed on just one life
1694044800,"[9, 15, 31, 32]",263821,Ancient Relics: Egypt,"[6, 130]",Missing,Embark on an Egyptian adventure with Linda and Robert solving puzzles and restoring a oncethriving village to its former splendor
1695340800,"[12, 32]",263817,Divine Shock,[6],Missing,Swing smash and combo your way through the dead Divine Shock is an infinitely scaling firstperson roguelite where you are a Paladin standing between the dead and the mortal realm
1694390400,"[31, 32]",263803,Kappa Kanji Adventure,[6],Missing,Kappa Kanji Adventure is an innovative and educational platformer game that combines the excitement of fastpaced jumping challenges with the intricate art of learning Kanji characters Player embark on a thrilling adventure where their linguistic and platforming skills are put to the test
1693612800,"[15, 32]",263792,Hentai Devil,[6],Missing,Hentai Devil is a jigsaw puzzle You must use your wisdom to put the puzzle back to its original shape
1693785600,"[32, 34]",263786,Meet Her There,"[3, 6, 14]",Missing,An intense intimate narrative game in 2 colors Explore a tiny giant world of two people stuck in a cursed time loop Relive a single day as many times as needed Ask for help Dont get arrested Find the correct steps to try and save the person you love Is it not too late
1694131200,"[12, 32]",263765,School: The Hardest RPG in Your Life,[6],Missing,School The Hardest RPG in Your Life is a small RPG game that is happening at a high school You play as Eli who has learned that he needs to pass all of his classes otherwise he will have to go to Summer School for his entire summer break
1694736000,"[15, 31, 32]",263756,Symmodance,[6],Missing,Dive into the symphonic chaos of geometric warfare Unleash futuristic weaponry customize your hovering platform conquer relentless foes and dance to victory in this mesmerizing reverse bullet hell shooter
1694390400,"[13, 31, 32]",263742,Tales From The Arcade: Starship Murder,[6],Missing,The astro hauler the SS Persephone is falling apart You  the onboard AI  are being reactivated to perform the necessary repairs The crew claims that the captain died in a mysterious accident the same one that conveniently erased your memory banks Are they telling the truth
1694131200,[5],263727,Undercroft Warriors,[6],Missing,Crush the forces of hell and get a high score in this addictive actionpacked arcadeinspired twinstick shooter
1694563200,"[12, 32]",263710,Rebel,[6],Missing,To find his past to choose his future
1693958400,[13],263645,HoneyCome Come Come Party,[6],Missing,Discover the ultimate in character customization Mold your perfect partner to your exacting specifications then fall in loveor descend into the deepest depths of carnal desire
1694390400,[31],263641,A Collection of Mini-Games,[6],Missing,This is just a handful of minigames that I created as I learn how to use and just play around with my RPGMaker I created these just for fun but was happy enough with the results that I wanted to let them be played by people to get their opinions or any advice they may have
1694131200,"[12, 31, 32]",263534,Whitestone,"[6, 48, 49, 130, 169]",Missing,On the Sunchasers capstone voyage to the Arctic its smooth sailing until Jacks quarters are broken into and his friend goes missing Unsure who to trust Jack is forced to fight nightmares both mental and physical as he becomes the prime suspect for a terrible deed
1695254400,"[5, 12, 31]",263463,Cyberpunk 2077: 2.0 Update,"[6, 167, 169]",Missing,Update 20 introduces a free overhaul of the games core mechanics Said overhauls include a new cyberware system which correlates Vs armor stats to your equipped cyberware rather than your clothing This offers a greater degree of expression alongside statbased boosts and debuffs depending on your layout a new perks system that introduces the ability to deflect bullets dash in midair and a variety of finishing moves and an allnew skill tree associated with the Relic chip embedded in Vs body which only further supercharges your various abilities  Update 20 also brings an introduction of a brandnew vehicular combat system allowing V to ride shotgun and hack nearby vehicles while intransit to inflict carnage on any wouldbe assailants The introduction of vehicular combat comes with an overhaul to the games wanted system allowing various tiers of the NCPD to give chase until they finally throw the big guns at you The heavilyarmored and highly lethal MaxTac Psycho Squad  Cyberpunk 2077s 20 Update also comes with over 100 new items ranging from new weapons to new pieces of clothing to new Cyberware to new vehicles
1694649600,[12],263443,Franzen,[6],Missing,Franzen is a turnbased RPG set in a dystopiansteampunk world Explore themes of empathy and politics as Franz and Lefsa Dellia work to uncover the truth of The Scream Meet a cast of colorful characters and fight bizarre creatures in your journey through the world of Branzen
1694390400,"[5, 32]",263382,Squirrel Stapler,[6],A lonely man living in a remote cabin wakes up one day and realizes his beloveda dismembered corpse nailed to the cabin wallhas been made ugly and rotten by the flies that swarm her He wishes she were beautiful like the squirrels of the wood And so he sets out to hunt the squirrels of the wood so that he might staple them to her and make her beautiful again  But that is easier said than done A sinister presence lurks in the deep forest and it has only one rule Thou shalt not staple squirrels,Originally created as part of The Dread X Collection II Squirrel Stapler is a horror hunting simulator that satirizes low budget edutainment games with pitch black humor and panicinducing absurdist horror  A lonely man living in a remote cabin wakes up one day and realizes his beloveda dismembered corpse nailed to the cabin wallhas been made ugly and rotten by the flies that swarm her He wishes she were beautiful like the squirrels of the wood And so he sets out to hunt the squirrels of the wood so that he might staple them to her and make her beautiful again  But that is easier said than done A sinister presence lurks in the deep forest and it has only one rule Thou shalt not staple squirrels
1694476800,"[13, 32]",263318,Pumping Simulator 2,[6],Missing,A gas station management game start by selling a car to raise funds and invest in an abandoned plot of land Build expand and upgrade your gas station diversify services customize and manage time efficiently during peak hours And maybe you will become rich
1694131200,"[8, 31, 32]",263307,Color Odyssey,"[3, 6]",Missing,Color Odyssey is a 3D platformer game where you have to swap between 4 worlds to proceed using your ingenuity and skill You play as Gloria a girl that lived in a blank lifeless world in her adventure to discover 4 colorful new ones
1694217600,"[13, 31, 32]",263305,Only go up,[6],Missing,Get up there to avoid the rising water Its scary but you have to step up Its up to you to adapt to reality or struggle
1695081600,[32],263289,Bit.Trip Rerunner,[6],Missing,Rerunner defines rhythm gaming combining nostalgia with innovative mechanics and a fresh art style making it a mustplay experience for gamers of all backgrounds
1694044800,"[12, 31]",263227,Magnir Saga Part 1,[6],Missing,Magnir Saga is an action adventure game Which our hero was reincarnated as a magic sword man He will journey across the planet of Magnir to revenge for his father and save the planet
1694736000,"[13, 31, 32]",263219,AploVVare Collection,[6],Missing,You found an old game console along with some games at a garage sale You remember playing these as a kid and couldnt resist getting it Maybe you could give them a whirl just for old times sake
1695168000,"[31, 32]",263209,Happy Mask,"[3, 6]",Missing,A colorful adventure puzzle world with underlying psychological elements meant to challenge the mental fortitude of the player
1694131200,[31],263144,Zombie Horde Dominator,[6],Missing,You need to immediately use various crazy weapons with your companions to kill more and more zombies establish defense and eventually the zombies will surge in like a tide
1695945600,"[12, 15, 32]",263038,Zakantosh Cardgame,[6],Missing,A Collectible Single Player Card Battle Game that focuses on Story Content Your enemies are all kind of creatures goaded by the evil influence of the mysterious crystals that appeared out of nowhere You will need to collect powerful cards and gems to fight your way through Zakantosh
1695600000,"[12, 32]",262938,FatalZone: Outbreak,[6],Missing,There are zombies everywhere  its time to show em whos boss FatalZone Outbreak is a bullet heaven shooter set in a world devastated by a deadly virus Youll have to upgrade your base hone your skills and put your mercs to the test to survive Lets do this thing
1694131200,"[12, 13, 15, 32]",262933,Through Time the Girl Puzzle,[6],Missing,Gentleman puzzle relying on puzzle skills and skills to keep moving into the hearts of various beautiful girls 
1693872000,Missing,262866,Yujiro's Mansion,[6],Missing,As a thief who does his job well you stumble across a mansion What you didnt know was that this mansion belonged to the Strongest Creature In The World Yujiro Hanma Can you rob Yujiros Mansion and get out alive
1695340800,"[15, 31, 32]",262853,Chickado,"[6, 14]",Missing,Chickado is an isometric roguelite game where you play as an armed chick who seeks revenge against the other animals on the farm by battling them
1693872000,"[12, 32]",262852,2099 Gravity Havoc,[6],Missing,Shoot at enemies in a WEIGHTLESS space station to save yourself from burning alive in the atmosphere
1695254400,"[12, 32]",262805,The Faceless Ones,[6],Missing,Four of the most capable warriors in the Kingdom of Abrujah are about to commence a journey that will change their lives forever if they fail the world is doomed
1694736000,"[12, 31, 32]",262795,MareQuest: An Interactive Tail,[6],Missing,A terrible darkness threatens a world of overwhelmingly adorable mares Can a new cute mare with amnesia save the world or will she lose more than her memories along the way
1695945600,"[13, 15]",262670,Park Beyond: Beyond Extreme,"[6, 167, 169]",Missing,In Park Beyond players can create the park of their dreams without being held back by gravity As the newlyhired visionary architect for a struggling company players will be able to create mindtwisting theme parks Players can create rides they have always dreamt about but that couldnt exist in real life Along with Phil the enthusiastic park veteran and Izzy the stern but friendly executive and a host of other colorful and passionate characters players will pave the way to a successful and profitable park company Thanks to accessible controls and a storydriven campaign mode players will get to learn the ropes of park management and build increasingly crazy rides and modular coasters
1695686400,[13],262632,Train Sim World 4: Special Edition,"[6, 48, 49, 167, 169]",Missing,Have the ultimate Power of Simulation in your hands with Train Sim World 4 Special Edition Discover the best Train Sim World has to offer with this bumper pack collection featuring no less than 8 routes the Railpool Vectron and worldfamous Flying Scotsman
1695686400,[13],262631,Train Sim World 4: Deluxe Edition,"[6, 48, 49, 167, 169]",Missing,Experience even more velocity and creativity with Train Sim World 4 Deluxe Edition  featuring 4 routes the chance to drive the most famous locomotive in the world Flying Scotsman and haul heavy freight in the iconic Vectron in Railpool livery
1695686400,[13],262582,Train Sim World 4,"[6, 48, 49, 167, 169]",Missing,Feel the power of simulation in your hands Experience immense velocity and express unrivalled creativity with Train Sim World 4 Expand your rail hobby and discover the raw emotion of driving a diverse array of iconic routes and trains From training center to mountain pass this is your journey
1695859200,"[8, 31]",262533,Sonic Frontiers: The Final Horizon,"[6, 48, 49, 130, 167, 169]",Missing,Rewrite your destiny in The Final Horizon Update Experience a new story new playable characters new challenges and more in Sonic Frontiers 3rd climactic final Content Update for Free
1695859200,"[12, 31]",262330,Infinity Strash: Dragon Quest - The Adventure of Dai: Digital Deluxe Edition,"[6, 48, 49, 130, 167, 169]",Missing,The Digital Deluxe Edition includes  Base Game  Legendary Mage  Popp Outfit  Legendary Priest and Legendary Martial Artist  Maam Outfits  Legendary Swordsman and Legendary Warrior  Hyunckel Outfits
1694822400,[32],262244,RoboHunters,[6],Missing,Topdown 3D action shooter Fight against swarms of rogue AI machines and survive as long as you can
1695772800,"[5, 31, 32]",262228,The Crackpet Show: Happy Tree Friends Edition,"[6, 49, 130, 169]",Missing,The Crackpet Show is an actionpacked roguelite shootemup about mutated animals that fight in a bizarre TV show crushing their opponents with a variety of weapons Choose your beastie gear em up and go kill your enemies in the name of fame and sweet sponsorship deals
1695081600,"[8, 13, 31, 32]",261926,Dere Vengeance,"[6, 34, 39]",Missing,Unleash your fears in a fourthwallbreaking platformer that will leave you questioning allegiances and reality itself  Let the hauntingly atmospheric soundtrack and meticulously designed pixel art engulf you in paranormal encounters impossible glitches psychological horror and the nostalgia of classic sidescrolling games  Enjoy the guidance of AIDE and a very kind and morally right Dev wholl be there to assist players every step of the way The companions also help give an eerie charm to the surreal experience of playing this unique game Players also encounter eccentric characters scary creatures and unsettling corruptions along their journey  Experience terror as you navigate nightmarish yet fair platforming challenges with precision and dread The oldschool hard gameplay is reminiscent of classic games that are hard to put down preparing the brain for the kind of scares that make most analog horror media effective  Dive into thrilling metahorror that defies the boundaries of the creepypasta digital horror genre blending fear and suspense into a truly surreal experience In DERE Vengeance the player is part of the story  Embrace the perfect blend of nightmare and adventure in this storyrich platformer that promises genuine scares and enjoyable gameplay You can embark on DERE Vengeance without playing our other games though not advisable as this terrifying adventure stands on its own with a unique and intriguing experience
1695254400,"[31, 32]",261826,Wolf West,[6],Missing,Follow Lunas vengeance journey to defeat the sheriff and bring back the forest balance Accompanied by the Druid explore and fight the world of the Wild West in the name of your fallen brothers and sisters
1695859200,"[4, 15]",261775,Fights in Tight Spaces: Weapon of Choice,[6],Missing,Weapon of Choice is the first major content drop for Fights in Tight Spaces and gives the player access to a new gunfu inspired deck with 30 new cards new levels music tracks and a set of deadly new enemies
1694649600,"[8, 32]",261744,Collecstar,[6],Missing,Shoot for the stars In this cute 2D platform arcade game jump on clouds and collect as many stars as you can before you run out of lives
1695600000,[32],261728,Chores of Corruption,"[6, 14]",Missing,Chores of Corruption is a topdown arena shooter with roguelike elements where you defeat waves of enemies Choose between different characters and from a variety of items and traits to create unique builds to survive the ever growing corruption
1693785600,"[31, 32]",261724,Des Racines et des Graines,[6],Missing,A garden game where you will explore a calm and peaceful island You will gather some seeds from the vegetation and replant them close to each other to get hybrids Day after day you will crossbreed the plants to create some new ones to finally find and restore the ultimate tree Yggdrasil
1695686400,"[13, 32]",261723,Cashier Simulator,[6],Missing,Have you ever wondered what cashier job feels like  Here is a simulator game for you to experience that Sit back relax and watch some in game TV shows while serving those customers
1693699200,"[15, 32]",261687,The Last Exodus,"[3, 6, 14]",Missing,Turnbased tactical strategy with massive capital ships frigates gunships and fighter squads Gather resources research technologies design and expand your fleet Destroy your enemies Single player and multi player mode hot seat mod also available
1693612800,Missing,261642,Medice To Arms,"[6, 14]",Missing,Medice To Arms is a PvP 2D battle game where you strategically arrange organs to harness power and avoid attacks from your opponent
1694390400,[32],261588,Mighty Slap,[6],Missing,Mighty Slap is a Player vs Player Turn Based slapping game Time your slap with a time based bonus multiplier to land a powerful slap to your opponent First player to knock out the opponent wins
1694131200,"[31, 32]",261573,Love in the Dark,[6],Missing,In this multiplayer horror game a loving couple receives an invitation from a wealthy man for an event Despite my concerns she insists on going To protect her I decide to secretly join and keep her safe
1694736000,Missing,261555,Kombate Mexicano Elexiones,[6],Missing,Kombate Mexicano Elexiones is a fighting game featuring digitized stereotyped character trying to win the presidency of Mexico
1694736000,"[8, 31, 32]",261491,Catch Up,[6],Catch Up is a challenging 2D game with highquality pixelated graphics that will transport you to three unique and stunning biomes Explore vibrant and detailed landscapes from lush forests to Dark Places and Ancient Ruins Your mission is to help our courageous feline find the way back home However it wont be an easy task Face cleverly designed obstacles in every corner of the biomes Enjoy the evolution of your movements and jumps improving your skills throughout the journey  The original soundtrack will immerse you even further into this captivating world Each melody has been carefully composed to accompany your journey creating an engaging and thrilling atmosphere  Challenge yourself to push the platforming boundaries in Catch Up Prepare for a unique gaming experience where precision and dexterity are essential for success Master the control of our adorable feline protagonist and pave the way back home in this immersive and addictive game  Accept the challenge and prove your skills in Catch Up  a game that will test your reflexes patience and determination all within a charming pixelated universe  Are you ready to help this little kitten get back home The fate of our cat is in your hands,Welcome to the enchanting world of Catch Up Get ready to embark on an exciting precision platforming adventure like youve never seen before Join an epic journey with a brave cat where skill and precision will be your best allies
1695945600,"[8, 31, 32]",261364,Savant: Ascent Remix,[6],Missing,Get ready for an adrenalinefilled elevator ride through a robotinfested tower Wield powerful magic and acrobatic moves as you reclaim the Alchemists domain from a horde of mechanical fiends
1694044800,"[9, 13, 15, 31, 32]",261137,Escape Simulator: Portal Escape Chamber,[6],Missing,Explore the detailed environment of the mysterious subdivision of Aperture Science Laboratories  Solve perplexing new puzzles and devices in this content packed escaperoom  Working in a laboratory requires the correct gear Put on your brand new Aperture Science lab coat and start exploring
1695513600,"[5, 31, 32]",261038,Slaughter: The Lost Outpost,"[6, 14, 130]",Missing,Return to the world of Slaughter a gloomy place where anarchy and lawlessness reign Reckless bandits and thugs have broken free from a massive prison forming gangs and engaging in fierce battles to gain control over the territory Our hero  Russell found himself in the very middle of this chaos and is trying to survive at any cost He is destined for the fate of a slave if he does not find a way to get out of prison Russell has to arm himself and carve his way to freedom Along the journey the player alongside the main character will discover what is unfolding in this strange place  encountering allies and unraveling the dark secrets concealed within the vast complexs walls Fate has tossed you right into the turf of the deadliest and savage thugs Well its too bad for those sorry bastards Arm yourself soldier and rid this hornets nest Zero tolerance for those scumbags  there will be enough bullets for everyone Explore the vast complex discover detours find weapons and upgrade equipment study documents and diaries that shed light on what is happening around
1693872000,"[5, 33]",260989,AstroMania,[6],Missing,Become the greatest aliendestroying robot the world has seen  After Earth is overrun and invaded by an alien race theres only one robot who can fight back Armed to the wires with an upgradable arsenal of guns and weapons your job is to take back planet Earth one bullet at a time
1695427200,[12],260817,Atelier Resleriana: Wasurerareta Renkinjutsu to Kyokuya no Kaihousha,"[6, 34, 39]",Alchemythe power to create something new from the blessings of the stars  The story is set in Lantana a kingdom that prospered long ago through alchemy However alchemy has since died out and been forgotten from peoples memories  The protagonist Resna dreamed of spreading the forgotten alchemy to the world once again Her adventure begins as she sets out for the legendary land The Continent of the End where the clues she seeks are said to lie,A new entry of the Atelier series makes it way to mobile and PC Venture into the lands of Lantana and experience the story of Resna crafted by renowned writer Takahiro The project is being overseen by Atelier series supervisor Shinichi Yoshiike while the character designs have been created by Umiugeso and tokki
