first_release_date,id,name,platforms,genres,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1490659200,14761,Rain World,"[6, 48, 49, 130, 167, 169]","[8, 12, 31, 32]",You are a nomadic slugcat both predator and prey in a broken ecosystem Intense bonecrushing rains pound the surface and make life almost impossible for most of the year but the dry season has just arrived Grab your spear and brave the industrial wastes hunting enough food to survive another hibernation cycle but be wary other bigger creatures have the same plan and slugcats look delicious,Rain World is a survival platformer set in an abandoned industrial environment ravaged by a shattered ecosystem Bonecrushingly intense rains pound the surface making life as we know it almost impossible The creatures in this world hibernate most of the time but in the few brief dry periods they go out in search of food,65.01981349526629,21.72,29.24,46.95,74.0,66.0,86.0
1490054400,26230,Gravity Rush 2: The Ark of Time - Raven's Choice,[48],Missing,Missing,A brand new story for Gravity Rush 2 focusing on Kats partner Raven Alone Raven must battle to save the Lost Children who were left trapped inside the Ark at the end of the first Gravity Rush,64.45187101025772,2.0,2.2,2.62,73.0,71.0,92.0
1490832000,18860,Beat Cop,"[3, 6, 14, 34, 39, 48, 49, 130]","[2, 9, 13, 31, 32]",New York more like a beast than a city  Explore its darkest corners and uncover its secrets as Jack Kelly a former detective who has been framed for a murder Degraded and forgotten by old pals its your last chance to find the truth behind this whole terrible mess  The thing is your new boss treats you like shit your wife is a money sucking spawn from hell and the local mafia wants your head on a plate I guess you could say that things are complicated down here in the middle of Brooklyn  Oh and dont forget about writing tickets reprimanding pedestrians  such Youre a beat cop after all,A retro pixel art style adventure in New York inspired by 80s cop shows You are Jack Kelly and youve been framed into murder Now as a regular beat cop you have to find out who did that Expect thick crime story a lot of black humour and all the other things you can find on the streets of Brooklyn,62.96965212295407,7.92,10.24,15.01,70.0,83.0,121.0
1488499200,26760,Super Bomberman R,"[6, 48, 49, 130]","[9, 15, 33]",Missing,Since its release in 1985 Bomberman has been a familiar partybattle game for many years Now Bomberman is coming back as SUPER BOMBERMAN R to Nintendo Switch  In SUPER BOMBERMAN R the simple rule remains the same operate the main character Bomberman place bombs and battle with enemies and rivals but its coming back in a modern style with 3D stages and photoreal graphics You can enjoy battles with rivals from all over the world  There is Battle mode for maximum of 8 players and single play Story mode cooperative play for 2 players is possible as well where players clear each stage one by one with a big volume of 50 stages Also there is a new rule where the condition to clear the stage is not just by wiping out all the enemies This simple but strategic game with new rules and 3D stages is fun for everyone from children to adults,61.87445264375163,4.05,6.54,12.4,60.0,135.0,126.0
1489708800,27043,FlatOut 4: Total Insanity,"[6, 48, 49]",[10],Missing,FlatOut 4 Total Insanity is a return to the franchises adrenalinepumping arcade destruction roots Featuring an exciting blend of whiteknuckle speed and wild outofcontrol racing tracks FlatOut 4 promises an intense deathdefying demolition derby game featuring muscle cars race cars trucks and even a rocket boosted ice cream van,61.61990162526337,9.95,15.81,27.76,49.0,19.0,19.0
1489622400,25656,Senran Kagura: Peach Beach Splash,"[6, 48]",[5],In the world of shinobi there is a mysterious water gun tournament that has existed since ancient times About those rules Whether youre a good shinobi bad shinobi fugitive shinobi or dead shinobi your standpoint doesnt matter Victory or defeat will be determined with tournamentprovided water guns All of your special abilities as shinobi cannot be used The story that starts here is a record of playing in water by the the young shinobi students What sort of trails will be left on the sandy white beach that continues on forever Thats something no one yet knows,The summer of bouncy highflying hijinks continues for the girls of SENRAN KAGURA Theyve fought rival ninja evil masterminds and apocalyptic demons from beyond the veil of sanity but nothingNOTHING in their lives has ever prepared them fora water gun fight  Summoned to a mysterious tournament by its shady organizers the buxom shinobi students team up and face off using all kinds of water weapons to soak and splash their opponents As they rise through the tournament brackets theyll uncover the secrets behind the organization  secrets that hide an evergrowing threat to Wait what Sorry I was watching all the splashing  Choose a team of five from the more than 30 girls available outfit them with customizable weapons and abilities lead them through lighthearted water gun battles across five singleplayer storylines or join your friends online and take on opposing teams worldwide Come on in the waters great,60.03945295408923,12.79,20.6,45.4,71.0,38.0,63.0
1490659200,51539,R.B.I. Baseball 17,"[34, 39, 48, 49, 130]",[14],Missing,The 2017 entry in the RBI Baseball series,60.0,0.0,0.0,0.0,20.0,1.0,0.0
1488499200,34172,Eekeemoo - Splinters of the Dark Shard,"[6, 48, 49, 130]","[9, 31, 33]",Missing,In this awesome third person adventure game you will help Eekeemoo rescue his friends from the clutches of the evil Dark Shard Your quest will take you deep into the Dark Shards four corrupted splinter worlds  Youll help Eekeemoo solve puzzles complete tasks battle monsters the legions of the undead and hugely terrifying boss monsters  Take heart though As you find and release each of Eekeemoos friends there are 4 unlockable characters with different powers you will be able use their powers to solve next set of problems,60.0,0.0,0.0,0.0,0.0,0.0,0.0
1488499200,30928,Super Blackjack Battle 2 Turbo Edition - The Card Warriors,"[6, 39, 48, 49, 130]","[14, 33, 35]",Missing,Follow the invitation by the owner of the largest Casino in Las Vegas and Godfather of the local most influential crime family and face the other participants in a faceoff game of cards Only the best will fly to Vegas to challenge the Godfather himself in a final match,60.0,1.12,0.0,0.0,40.0,2.0,5.0
1488844800,27574,Dark Legion,"[6, 163, 165]","[5, 31, 32]",Missing,Dark Legion VR is a first person shooter FPS and magic game The player plays a chief officer on a space mission The spaceship breaks down on the way back to earth causing a forced landing onto a mysterious planet In order to return back to earth the player starts an expedition to search for energy source only to find a huge conspiracy that a military troop on this planet is making mutant creatures in secret that will be a catastrophe for human race To protect your own race and your own planet load your weapons and go destroy the dark legion,60.0,nan,nan,nan,nan,nan,nan
1490572800,27407,Bush Hockey League,"[6, 48, 49, 130]","[4, 14, 33]",Missing,Aggressive hockey is back Experience hockey the way it was meant to be played in this old school arcade style hockey game where blood on the ice is just another day at the rink Big moustaches no helmets dirty hits benchclearing brawls goalie fights and stick fights  thats Old Time Hockey,60.0,nan,nan,nan,nan,nan,nan
1490054400,26503,Troll and I,"[6, 48, 49, 130]","[12, 31]",Deep in the Nordic wilderness a teenage boy named Otto is forced to flee his home after a band of brutal hunters rip through his village in search of a mythical creature rumored to inhabit the forest Now on the run for his life Otto inadvertently finds and befriends the elusive creature being sought by the hunters Thus begins the perilous adventure of Troll and Otto  Together the unlikely friends embark on a journey through treacherous territory plagued with rivals Natives to the forest Troll and Otto must use their inherent skills to sneak strategize and battle their way back home The forest is filled with unknowns and teamwork is pivotal to staying alive,A Mythical Adventure Befriend the fabled Troll and embark on a journey through the Nordic wilderness as two outcasts struggling to survive Choose your combat style based on the situation Become the Troll and stomp hunters with your massive feet or smash them with your giant fists Switch to Otto for quick nimble attacks and fast traversing,60.0,9.28,12.83,17.12,40.0,5.0,12.0
1490832000,25708,Blue Reflection,"[6, 46, 48, 130]",[12],Missing,Blue Reflection a new RPG title from Gust Studios puts the player in the shoes of Hinako Shirai a seemingly normal high school girl who gains the mysterious power of a Reflector a champion able to manipulate the dimension known as The Common Follow her story as she creates new bonds and gain new strength as she fights through dangers of The Common,60.0,20.19,28.35,32.88,69.0,83.0,116.0
1490918400,21989,Guns of Icarus Alliance,"[3, 6, 14, 48]","[5, 13, 31, 32]",Missing,Guns of Icarus Alliance is the complete PvE experience while maintaining all the PvP contents including achievements progression cosmetics and data from Guns of Icarus Online From a single pilot to as many as 16 players can unite in their battle for the wasteland completing objectives in all new PvECoop game modes like capturing cargo or destroying drilling platforms You just need to grab your friends and go Choose a faction and unlock their special costumes weapons and airships as each victory brings your faction one step closer to their ultimate goal of reshaping the world,60.0,1.79,0.0,0.0,55.0,6.0,2.0
1490832000,36367,On the Road: Truck Simulator,"[6, 14, 48, 49, 167, 169]",[13],From 18 tonners to the Gigaliner On The Road  Truck Simulator offers everything a truckers heart desires  In this realistic truck simulation you have more than 6500 km of motorway and country roads at your disposal  including numerous detailed motorway interchanges Get behind the steering wheel of a MAN TGX or Scania R Series and discover more than 15 German cities like Hamburg Bremen Cologne Hannover and Berlin with unique road designs and sights Additionally numerous other points of interest are waiting to be discovered along your journey as well  The MAN and Scania trucks behave very realistically  including automatic transmissions retarderintarder and assistance systems From compact box bodies to semitrailers and even gigaliners youll have the right cargo volume available for every delivery order Thanks to the Steam Workshop support you can paint every vehicle and trailer as you desire  On The Road also features an economic system Found your own company and hire drivers so you can accept more orders Plan your routes as efficiently as possible but keep an eye on the mandatory rest times as well,On the Road  the realistic truck simulator for the PC by the developer Toxtronyx From 18 tonners to the Gigaliner On The Road  Truck Simulator offers everything a truckers heart desires,50.0,nan,nan,nan,nan,nan,nan
1489104000,26847,2Dark,"[6, 48, 49]","[31, 32]",Missing,From Frédérick Raynal the creator of Alone in the Dark and pioneer of survivalhorror 2Dark is a grim journey of stealth and courage into the heart of corruption Plagued by a string of child abductions darkness hangs over the oncepicturesque city of Gloomywood like a curse As former detective Mr Smith use your cunning to infiltrate six bastions of cruelty Uncover the secrets of the deranged psychopaths within seek retribution for their crimes and bring the children to safety,40.24620117810378,8.84,10.96,14.29,64.0,15.0,20.0
