,id,name,platforms,storyline,summary,genres,main,extra,completionist,review_score,review_count,people_polled
96,237205,Survival Shot,[6],Missing,SURVIVAL SHOT designed for VR Zombie apocalypse set for lone survivors Uncover a sinister plan that takes survivors through BridgeTown survival  Zombie Run Be ready to cast undead into hell Armed weapons with reallife movements to explore a post apocalyptic world in VR,"[31, 32]",,,,,,
97,237184,Students of Light Bonds: Typing RPG with Character Creation,[6],Missing,Thank you Became CEO There is always next chance Combined cheerful positive words typing and RPG with character creation system for all party members English translated texts and romanization examples are available for nonJapanese players Lets defeat enemies with your own characters,"[12, 32]",,,,,,
98,237181,Sex & Drift,[6],Missing,Sex  Drift is a casual racing game Its a game where you can enjoy fast driving leaving far behind your opponents,"[10, 32]",,,,,,
99,237172,Sakura Gym Girls,"[3, 6]",Missing,Shouhei is an average man who works at a secondhand bookshop with his sweet shy colleague Asa His life is unremarkable until Asa suggests that they join their local gym There Shouhei meets two attractive women and his love life begins to look up,[13],0.0,0.0,0.0,0.0,0.0,0.0
100,237143,Turn Back the Clock: Hsinchu,[6],Missing,This is a VR story exploration game with Hsinchu City Taiwan as the main stage The story is based on historical events in the Hsinchu area supplemented by scifi elements of time travel to construct the entire worldview The game adopts a dualprotagonist line,[31],,,,,,
101,237112,Town Girls,"[3, 6, 14]",Missing,You arrive at a small town and want to get busy with the local girls but you must make them like you first,"[13, 31, 32]",,,,,,
102,237085,Meticulous,"[6, 14]",Missing,Meticulous is a gamified personal health companion that will help you automate your diet and fitness planning Define your own measures of success design a custom program weekbyweek to achieve your goals and become your own personal health scientist,"[13, 32]",,,,,,
103,237061,Cat + Dog,[6],Missing,Control the cat and dog at the same time so they can collect their favourite snacks The cat loves fish and the dog wants bones The cat must not touch the bones and the dog must not touch the fish A relaxing puzzle game with Sokoban elements,Missing,1.8,2.0,2.7,80.0,1.0,3.0
104,237050,Szybowcowa '87,[6],Missing,Step back in time to the 1980s and step inside an apartment in a modernistic block in Wrocław that houses a secret printing house of Fighting Solidarity Discover in VR authentic digitalized collections of the Institute of National Remembrance,"[13, 31]",,,,,,
105,236956,SokoMelody,"[6, 14]",Missing,Solve puzzles in this old school style Sokoban and help the composers with their songs,Missing,,,,,,
106,236940,Furry Tale,[6],Missing,Furry Tale is an addicting game in which you have to solve puzzles with Lovely FURRY Girls The game is perfect for relaxing,"[12, 13]",0.0,0.0,0.0,20.0,1.0,0.0
107,236929,Tales of Agaris: Children of Fate,[6],Missing,A game telling the past of Elliot Louis Dereck Lich and more chars found on my trilogy,"[12, 15, 31, 32]",,,,,,
108,236902,100 Animalease,"[6, 14, 130]",Missing,An actionadventure game where you work together with a total of 100 animals to escape from a mysterious facility,"[9, 12, 31, 32]",,,,,,
109,236890,Robbie's Tale,[6],Missing,An actionpacked turnbased RPG Every decision you make shapes the world around you 24 Playable classes Unique crafting system Test your might in the monster arena A rich and driven story that will keep you on the edge of your seat,"[12, 15, 31, 32]",,,,,,
110,236883,Doggerfall,[6],Missing,Doggerfall  This is an adventure game about a cute dog named Dogger he has to walk around the neighborhood of his home in order to eradicate a terrible threat that hangs over him,"[12, 31, 32]",,,,,,
111,236881,Dancing Pandas,[6],Missing,Not a dancing game A chill relaxing Indie adventure game Roam around different islands helping out the villagers and animals Rescue the islands from catastrophes with different collected tools trade resources for upgrades and solve simple mysteries,"[31, 32]",,,,,,
112,236878,Don't Remember,[6],Missing,In Dont Remember some things are better left forgotten Fight your amnesia in this atmospheric first person psychological horror game Solve the mystery of the old mansion in 1900s England through the use of your lanterns various colors and face its hidden grotesque visage,"[31, 32]",0.18,0.0,0.0,0.0,0.0,1.0
113,236874,Color Invader VR,[6],Missing,Color Invader is a fun VR adventure shooting puzzle where your job is to defend the galaxy from invasion The game promises a lot of fun with over 350 unique levels that have multiple game modes bonus stages and level features,"[15, 31]",,,,,,
114,236850,Crab Digger,[6],Missing,You have to be in the center of a tropical island and control a funny crab Pump up your character and try to get as far as possible in an endless variety of earthen blocks,[32],,,,,,
115,236797,Aeolus Fighter,[6],Missing,Aeolus Fighter is a vertical scrolling flight shooting game The player controls the protagonist fighter to fight the enemy in the air,"[31, 32]",,,,,,
116,236792,The Last Job,[6],Missing,What seemed like an easy job descends into something horrifying Explore mysterious house that holds dark secrets in this first person horror experience,"[31, 32]",0.53,0.71,0.0,70.0,1.0,3.0
117,236788,Mister Furry,"[3, 6, 14]",Missing,Entertaining Arcade Game consisting of a Series of Exciting MiniGames with the Beautiful Furry Boys Amazing Atmosphere Great Music 58 Levels with Full HD Furry Artworks Join us,"[12, 13, 31, 32]",0.0,0.0,1.08,40.0,1.0,1.0
118,236761,Outpath: First Journey,[6],Missing,Outpath First Journey is a prologue chapter of the main game Outpath An experimental clicker base building game Craft gather  manage resources build your base and buy more islands to exploit and expand,"[31, 32]",2.79,5.0,9.13,90.0,3.0,3.0
119,236760,Wolfteam: Reboot,[6],Missing,Wolfteam is a game where you can enjoy a variety of team formations and battlefield situations that change from moment to moment such as humans and wolves wolves and wolves through the keyword werewolves beyond humantohuman battles,Missing,,,,,,
120,236731,The Children's Friend,[6],Missing,Missing,[31],,,,,,
121,236649,Ninety-Six,[6],Missing,A remade version of 96 with optimized performance reworked maps and brandnew features This version also contains the bonus episode Another Story and a secret folder to unlock at the end of the game,"[32, 34]",,,,,,
122,236569,Tanks Battle,"[3, 6, 14]",Missing,Defeat the enemy tank with the help of logic and tactics,"[12, 13, 15, 31, 32]",0.0,0.0,0.0,63.0,3.0,0.0
123,236540,HappySnowMan,[6],Missing,The purpose of this game is to travel through various platforms to the last island Run to the stable on the last island Depending on which platform you step on the speed of movement and jumping power will vary Dont forget to save your progress by pressing the E key on the islands landmark,"[31, 32]",,,,,,
124,236522,Crowd Medieval City War,"[3, 6]",Missing,Fight with medieval soldiers in a fantastic city,"[15, 31]",,,,,,
125,236521,Christmas Luge,[6],Missing,The penguins in the villages below need some Christmas cheer Slide your way down the snowy mountains gathering scarves along the way and toss them to penguins in need,Missing,,,,,,
126,236520,Now You Are the Persecuted,[6],Missing,You spawn in a dungeon that hasnt loaded yet and for some reason the other enemies apart from you want to attack you and you have to escape before they reach you there could be many bugs,"[12, 31, 32]",,,,,,
127,236500,I Love Finding Birds,"[6, 14]",Missing,Your new feathered friends are taking you to the sky,Missing,,,,,,
128,236494,Miss Lu,[6],Missing,Miss Lu is a lovely girl After the encounter in the game she yearns for it all the time,[9],,,,,,
129,236463,In the Backrooms,[6],Missing,God save you if you hear something wandering around nearby because it sure as hell has heard you,"[13, 31, 32]",,,,,,
130,236455,ZigZagging Ski,[6],Missing,Do you remember the last time you were on vacation,"[13, 14, 31, 32]",,,,,,
131,236447,Vampiric Tower Remix,[6],Missing,A puzzle game where you can fly around as a bat and try not to get zapped by pumpkins,[32],,,,,,
132,236442,Fingerbang: All Bullets Pointin',[6],Missing,Fingerbang All Bullets Pointin is a fastpaced FPS inspired by both retro and modern FPS games Fingerbang combines elements from each in order to create a mix of its own with a scoring system added on top to gauge your performance through the different levels,[32],,,,,,
133,236436,Cats and Sokoban: Mimi's Scratcher,[6],Missing,Move boxes jump on everything in sight Mimi loves challenges like jumping long distances Help her reach her scratcher,"[9, 32]",,,,,,
134,236372,Beauty from Wisdom,[6],Missing,After some brainstorming although you are a little tired enjoying the beautiful scenery may relax you,[15],,,,,,
135,236362,Hell Dungeons: The Lost Soul,"[6, 14]",Missing,Hell Dungeons The Lost Souls is a dungeon maze game for you who like challenges and constantly overcome yourself Whether its after a stressful day at work andor studies its a great game to relax and let go of all daytoday tensions,"[31, 32]",,,,,,
136,236317,Fushigi no Daibouken Chiruno Kenzan!,"[3, 6, 14]",Missing,Missing,"[12, 15, 31, 32]",,,,,,
137,236280,Chai,"[3, 6, 14]",Missing,Chai is the digital adaptation of the card game of the same name created by Dan and Connie Kazmaier developed by Steeped Games It can be played with 15 players,[35],,,,,,
138,236266,Bike Arena,[6],Missing,Welcome to the arena of 2 wheelers Only true enthusiasts will cross the threshold here,"[13, 14, 31, 32]",,,,,,
139,236259,The Bogtavern,[6],Missing,Escape the shady brackwater swamp together with the Professor and the Captn in a small Cutter in a short textheavy linear HorrorAdventure without Jumpscares,"[31, 32]",,,,,,
140,236255,Silence in the Cabin,[6],Missing,Silence in the Cabin is an Open Map Survival Horror Game where you must survive Dark linear story sections in order to unlock more areas of the world,[32],0.0,0.0,0.0,0.0,0.0,0.0
141,236224,Space Runaway,[6],Voyager 1 a space probe launched by NASA on September 5 1977 as part of the Voyager program to study the outer Solar System and interstellar space beyond the Suns heliosphere and deliver a message to a possible extraterrestrial life The Voyager message was carried by a phonograph record a 12inch goldplated copper disk containing sounds and images selected to portray the diversity of life and culture on Earth Message received  200 years later Planet Corot one of the few habitable worlds discovered in the second age of space exploration houses a military research facility where a super secret project known as XR110 is being commissioned A giant combat mech capable of interstellar travel is the brainchild of Dr Lincoln Maverick the last hope for humanity to resist the wrath of The Toliman Empire  A group of spies from Proxima Centauri swiftly discover that XR110 is extraterrestrial in its design as well The mech that soon will set the galaxy on fire is a longlost relic from the Tolimans past The Empire launches a surprise attack on Planet Corot before Dr Maverick manages to refurbish the mech In order to secure the ancient weapon all forces are thrown into battle  Corot is scorched in mere seconds General Scaph launches the assault and assumes control over the planet Before the research facility is levelled to the ground and Dr Maverick and his team fight off the aliens until the last breath Lt Brooklyn Landers of The Earth Confederation Defence Force mans the mech and escapes the facility unharmed  Lt Landers reckless and diffident unwillingly shoulders the fate of humanity General Scaph now enraged orders The Toliman Empire forces to pursue and annihilate the Space Runaway,Space Runaway a compelling intergalactic journey soaked in bullet hell Enemy vessels lasers and larger than life bosses coming at you full speed in a 16bit authentic arcade experience like no other It was created as an arcade minigame within Wanted Dead,"[5, 33]",0.0,0.0,0.0,0.0,0.0,0.0
142,236204,Twistingo: Bird Paradise - Collector's Edition,"[6, 14]",Missing,Play a variety of puzzles and games including clever blends of hidden objects bingo and marblepopping Are you up to the challenge,[32],,,,,,
143,236203,Cursed Fables: Twisted Tower - Collector's Edition,[6],Missing,When news of a creature stealing the souls of men from a local village reaches your coven its the perfect chance for you to prove youre ready to join their ranks Do you have what it takes to stop the beast from destroying the kingdom or will you lose yourself to the towers darkness,[31],,,,,,
144,236186,Hentai Miko,"[3, 6, 14]",Missing,Hentai Miko is a relaxing puzzle game With the theme of miko and 24 unique sexy girls Enjoy sexy girls pictures and relaxing music to complete the puzzle,"[9, 32]",,,,,,
145,236183,Hentai Pussy 5,[6],Missing,What could be more beautiful than hentai,[32],,,,,,
146,236182,Super Geisha Neon,"[6, 48, 49, 130]",Missing,Kindhearted girl was trapped by the evil shogun He wants to forcefully marry her but thats not gonna happen  our brave geisha will surely find the way to escape her prison cell and past all the deadly traps and labyrinths of the mighty evildoer,"[8, 9, 31, 32, 33]",1.0,0.0,0.0,0.0,0.0,1.0
147,236134,Hentai CyberGirl,"[3, 6, 14]",Missing,Hentai CyberGirl is a relaxing puzzle game With the theme of future cyber girl and 24 unique sexy girls Enjoy sexy girls pictures and relaxing music to complete the puzzle,"[15, 32]",,,,,,
148,236122,Poly Memory: Animals,[6],Missing,Cute relaxing polygonal memory game with animals,[32],,,,,,
149,236118,Furry Dream,[6],Missing,Furry Dream is an addicting game in which you have to solve puzzles with Lovely Furry Girls The game is perfect for relaxing,"[12, 13]",,,,,,
150,236069,Animal Survivors,[6],Missing,Animal Survivors is a casual game with elements of a simplified roguelike A timebased survival game with minimalistic gameplay and elements of a simplified roguelike,Missing,,,,,,
151,236058,The Gametrekking Omnibus,[6],Missing,A collection of tiny experimental games and notgames inspired by travel,"[13, 31, 32]",0.0,0.0,0.0,100.0,1.0,0.0
152,236048,Hentai Ojou,"[3, 6, 14]",Missing,Hentai Ojou is a relaxing puzzle game With the theme of young lady and 24 unique sexy girls Enjoy sexy girls pictures and relaxing music to complete the puzzle,"[15, 32]",,,,,,
153,236044,Short Horror Story,[6],Missing,An unexpected visitor turns a peaceful night in the desert into a terrifying nightmare An horror FPS made in two weeks Short Horror Story is a non linear horror tale that develops in a creepy shooter game,"[31, 32]",,,,,,
154,236037,2 Many Pixels,[6],Missing,2 Many Pixels is an endless  fastpaced 2D minimal shooter Blast enemies  unlock upgrades to help you survive for as long as possible,Missing,,,,,,
155,236031,Disavowed,"[3, 6, 14]",Missing,Disavowed is a Metroidvania that allows the player to freeze time and set up pinpoint shots to stun enemies It is set in a world of plush and cute creatures where the player has been cast out and needs to go on a journey to gather more strength and get back at his creator for tossing him out,"[31, 32]",,,,,,
156,235998,Soccer Clubs,[6],Missing,Soccer Clubs Football Manager is a football esports game authorized by FIFPro The game has IP authorization for more than 60000 professional players from more than 54 countries around the world including Cristiano Ronaldo Messi Mbape and so on creating a luxury football feast for players,"[12, 13, 14, 15]",,,,,,
157,235984,The Last Door,[6],Missing,You control a combat robot Your task is to go through the maze destroy all the enemy robots and get to the finish line The passages to the other rooms of the maze are littered with stones You need to use bombs to free the passages,"[31, 32]",4.11,4.34,5.66,75.0,108.0,172.0
158,235967,Baker Business 3,[6],Missing,Manage your very own bakery Discover recipes bake tasty treats and sell them to your customers Unlock upgrades such as ovens and display shelves to expand your bakery Customize the interior and exterior style to create your dream bakery,"[13, 32]",,,,,,
159,235956,In the Building: Cats 2,[6],Missing,is a game in which you have to find all the cute cats Cats will hide in all houses Come into the house and search every corner of the room move the pillows open the nightstands check the toilet Cats can hide in the most unpredictable places,"[31, 32]",,,,,,
160,235941,Slay the Zone,[6],Missing,Face hundreds of monsters upgrade your equipment and try to survive as long as you can In this Action Roguelite choose from a variety of upgrades unlock unique characters and create the best build to slaughter everyone in your path,[12],,,,,,
161,235931,Cow Girl 2,[6],Missing,Our farm is the best Here you will find the most beautiful cows in the whole neighborhood They bask in the sun all day long and enjoy fragrant herbs I am sure you will get yourself the most beautiful cow and she will give you a lot of milk in gratitude,[32],,,,,,
162,235894,Emergency Crew 2: Global Warming,[6],Missing,Hurricanes are raging in Sunland Once again Stephen Shepard leads an Emergency Crew to help people in their hour of need and get to the bottom of whats going on,"[13, 15]",,,,,,
163,235889,Hunted: Kalevala,[6],Missing,Get your knife get your spear There is a monster on the loose Shout Perkele and kill the beast,[31],,,,,,
164,235883,University Love Affair,[6],Missing,University life is always interesting It is full of romance dreams and plans for the future Derek Winters is a university student Difficulties appeared on his way having passed which he will be able to find harmony love and everything he wants His fate is in your hands YOU can help him or,"[31, 32]",,,,,,
165,235859,Scary Pictures: Yavez - Seven Deadly Sins,[6],Missing,Scary Pictures Yavez  Seven Deadly Sins in the novelhorror genre The game will plunge you into the atmosphere of the classic and gloomy history of the Soviet times You have to face many life choices that will have consequences and lead to one of eight endings,[32],,,,,,
166,235833,New Yankee: Karma Tales,[6],Missing,A normallysteady stream of silk spices and other curiosities into Camelot has dried up and its down to John Mary and friends to find out why What happened to the raja who usually ships these goods Is he in danger or is there another reason for his disappearance,"[15, 31]",,,,,,
167,235828,Knocking Up My Nympho Neighbors,[6],Missing,Take care of the residents of a dormitory for hard working women who need to blow off steam after a long day at work After all home is where the harem is,Missing,,,,,,
168,235820,TinyTiny,[6],Missing,Be a hero to save the Tiny Kingdom from crisis Experience a variety of exciting VR games,Missing,,,,,,
169,235807,The Curse of Eclipse,[6],Missing,This is an adventure and puzzle game inspired by old school games of 1980s like Atic Atac from ZX Spectrum You walk in a cursed house avoiding enemies and finding keys and magical scrolls The game is playable with 3rd person 1st person and top down views Created by a solo developer,[32],,,,,,
170,235801,Unsolved Case: Fatal Clue - Collector's Edition,[6],Missing,Solve a series of tough cases full of personal drama In the new game series you have to unravel some of the hardest mysteries using both logic and your intuition,[31],,,,,,
171,235770,Surrealidade: Definitive Edition,[6],Missing,Surrealidade Definitive Edition is an expanded version of the surreal cult adventure in a journey into the world of the unconscious through Surrealist Techniques which now includes new extra content various improvements and an English translation of the game,"[2, 9, 31, 32]",,,,,,
172,235758,The Year of the Carrot,[6],Missing,A cool game where you pick up carrots throw stuff around and watch it bounce off the walls,[32],,,,,,
173,235727,Christmas Stories: Taxi of Miracles - Collector's Edition,[6],Missing,A tough year has put a damper on your towns holiday cheer With Christmas just around the corner its up to you and a jolly cab driver named Nick to help townspeople in need and share the true meaning of Christmas with one and all,[31],,,,,,
174,235713,Hide Time,[6],Missing,Hide Time is a puzzle based game with horror elements telling a story about the closed for good toys store Explore the abandoned toy store and try to find a safe place and collect supplies to stay alive The toys will try to kill you Will you survive in this scary world controlled by living toys,"[15, 31, 32]",0.0,0.0,0.0,0.0,0.0,0.0
175,235712,Torecower,"[3, 6, 14, 34, 39, 130]",Missing,Torecower is an arcade wavebased minimalist game where you build automatic turrets to shoot enemies Each turret has an unique attack behaviour After finishing a wave you can get an upgrade on the skill tree Choose wisely to make your turrets stronger,"[15, 32, 33]",,,,,,
176,235693,Ink Bunny,[6],Missing,Relaxing puzzle game with ink bunnies,[32],,,,,,
177,235690,Master of Puppets,"[6, 14]",Missing,Turn based strategy game with resource management and a deck building mechanic,"[15, 16, 32]",0.0,0.0,0.0,0.0,0.0,0.0
178,235670,Turret Girl,[6],Missing,Turret Girl is a romantic visual novel about her struggles to find love and acceptance in a hostile world with a Match3 Jewels minigame to break up the action,"[9, 32, 34]",,,,,,
179,235650,Overstrike Arena,[6],Missing,Welcome in the overstrike arena a fastpaced competitive 2 versus 2 simulation where your only goal is to take control of the Overdrive and bring into your opponents goal Punch your adversaries wallride destroy and hack the various evolving arenas to get the advantage,[32],,,,,,
180,235639,Legend of Edda Brasil,[6],Missing,MMORPG para PC grátis em português inspirado em clássicos Jogue com seus amigos num universo inspirado pela mitologia grega,[12],,,,,,
181,235635,Mysterious Lab,[6],Missing,A Rouge like game which the player will explore an abandoned Lab During which player will fight with zombles and pick up supplyments to strengthen their weapons,[31],,,,,,
182,235619,Poly Puzzle: Animals,[6],Missing,Cute relaxing polygonal puzzle game with animals,[32],,,,,,
183,235586,Glory to the Robots!,[6],Missing,A game in the genre of management strategy Here you can build your own factory for the production of robots and on another planet and extract resources and test robots on other different planets,"[13, 15, 32]",,,,,,
184,235583,Caterpilla,[6],Missing,In this simple riff on an arcade classic released in 1983 for the ZX Spectrum by famed game developerpublisher Ocean Software shoot the deadly Caterpilla as it weaves its way down the screen while also contending with mushrooms that block the way and a fearsome spider,Missing,,,,,,
185,235569,Crochet Cavalcade,[6],Missing,Crochet Cavalcade is an adult visual novel series with an expansive cast of characters and unique scenarios Chapters will be published frequently and each new story adds another intertwining link into the ever developing world,Missing,,,,,,
186,235566,One Tap Golf VR,[6],Missing,ONE TAP GOLF VR brings a fresh new experience to your headset with sixty levels divided into stages of three for you to enjoy  Every stage you play  you will have three hearts to survive three levels If you miss three times you go back to the beginning of the stage ,Missing,,,,,,
187,235489,Mystery Trackers: Fall of Iron Rock - Collector's Edition,[6],Missing,Youve been sent to Iron Rock to find your longlost colleague But your trip quickly takes a turn for the bizarre when you find the town patrolled by the new Mayors robots trapping the residents inside Do you have what it takes to help them and escape before its too late,[31],,,,,,
188,235478,CFG: Combat for General,[6],Missing,CFG Combat for General is a creative simulation game in the background of three kingdoms period of China Thousands of Generals waited for recruited and thousands of cities waited for occupied Start your journey right now,[15],,,,,,
189,235450,Lost Abroad Café,"[6, 14, 34, 39]",Missing,Lost Abroad Café a language learning game that puts you in the role of a virtual café owner in another country Learn and use your new language to serve your customers and grow your business Try it now on Steam Early Access,"[13, 32]",,,,,,
190,235447,Conquer: Napoleonic Wars,[6],Missing,A turnbased strategy game based off the Napoleonic Wars Lead attack buy and communicate Learn how to play difficult 4x grand strategy games by starting with simple strategy Disclaimer this game is made by a teenager for a school project,"[15, 32]",,,,,,
191,235440,Sushi Clicker,[6],Missing,A clicker game revolving around Sushi Create sushi Sell sushi and buy upgrades in an endless cycle to continue creating infinite sushi to become the ultimate sushi chef,"[13, 15, 32]",,,,,,
192,235414,Street's Disciple,[6],Missing,A battle platform fighter for a single player versus 3 computer controlled characters You play as a street disciple ninja and the ninjas are at war with each other Punch and Kick and show that youre top ninja and can lead the group to be their new ninja master of Streets Disciple Ninja Edition,[32],,,,,,
193,235413,Sakura Mirror,[6],Missing,Sakura adores her reflection in the mirror She admires her beauty and tenderness in the mirror She takes care of herself for hours in front of the mirror and she applies makeup,[32],,,,,,
194,235401,Golem Builder,[6],Missing,Golem Builder is a strategy game where you build a golem to be the best of them all Build and upgrade your golem with lots of different parts Ate you ready to become the best of them all,"[15, 32]",,,,,,
195,235370,YoukaiMaki,[6],Missing,The blood moon has risen once again meaning the yōkai cryptids have emerged from the murky depths of the sea As the heir to the family restaurant use your fishing and cooking skills to serve up some delicious yōkai sushi,[13],,,,,,
196,235366,Resttw,"[6, 14]",Missing,Missing,Missing,,,,,,
197,235278,A Test Before Jianghu,[6],Missing,Its a story about the mountains before we came to Jianghu You can play a boy or a girl figure out your identity collect Gs and win the test,Missing,,,,,,
198,235277,Time Thief,[6],Missing,This is a funny action game without language barriers Operate the phantom thief Bunny Moon to steal the treasures of each stage and watch Bunny Moons fantasy adventure,Missing,0.0,0.0,0.0,0.0,0.0,0.0
199,235273,Sweet Solitaire: School Witch 3,[6],Missing,Any miracles are possible here the world of magic lives by its own laws Many interesting levels to pass on the way The difficulty varies and is ideal for fans of the genre and unique gold cards will make the game even more interesting,[35],,,,,,
200,235272,Vega,[6],Missing,Vega is a fascinating pixelart style quest Young Mary  the protagonist of the game running away from her pursuers loses consciousness and wakes up in a completely different place Infinite but as if asleep city from which at first glance there is no way out What to do,"[31, 32]",,,,,,
201,235271,Don't Steal My Christmas!,[6],Missing,Dont Steal My Christmas is a game that shows that all creatures want to celebrate Christmas in warmth and comfort Fight against your friend for the side of people or Christmas monsters,"[13, 32]",,,,,,
202,235187,Sky Goddess Remaking,[6],Missing,Sky Goddess Remaking is a vertical scrolling flying shooting game with nostalgic movie images In the game players will control different aircraft to fight in the air,"[31, 32]",,,,,,
203,235097,Toe II Toe,"[3, 6, 14, 34, 82]",Missing,Toe II Toe is a fastpaced mini fighting game in a retro gameboy style for the 20 second Game Jam You have your feet planted on the ground ready for a slugfest Punch duck or block your way to victory,"[4, 14, 32]",,,,,,
204,234909,Generation Zero: Eastern European Weapons Pack,"[6, 48, 49]",Missing,The Östertörn weapons collection is now expanded with new guns from eastern Europe Use them to fight deadly machines and raise the resistance,"[5, 31]",,,,,,
205,234811,There's Something in the Pipes,"[6, 82]",Missing,You are the owner of a movie rental store You have one hour until your shift You need a shower The shower is full of blood Go figure,[31],,,,,,
206,234796,Alien Prison Escape,[6],Missing,Jason has found himself in prison and recognizes that prison life isnt cut out for him Luckily an alien crashes into his cell with an offer Help the alien fix his spaceship and itll help you escape,"[2, 31]",,,,,,
207,234752,WyndBlast,"[6, 14, 34]",Missing,Wyndblast is a blockchainbased game built on the Avalanche network Players can collect and battle unique NFT digital fighters including assaulter ranger and vanguard classes each with their own factions and rarity levels The game features realtime battles and fastpaced gameplay with the outcome determined by the statistics and abilities of the fighters that players bring to the battle,[15],,,,,,
208,234745,Fast Food Chef,[6],Missing,Fast Food Chef is a simcooking game in which you have the role of making the best food in town with the goal of having as many customers as possible and making as much money as possible to expand the restaurant to other countries,"[13, 15, 32]",,,,,,
209,234744,Aircraft Pushback Simulator,[6],Missing,Attention Attention In 30 minutes the gates open to the RomeMadrid flight,"[13, 14, 31, 32]",,,,,,
210,234742,One Shot Challenge,[6],Missing,One Shot Challenge is a casual game that tests your accuracy Your mission is to kill all the zombies that stand in your way but there Its just a small problem you have just a few bullets to shoot them all,"[13, 14, 32]",,,,,,
211,234738,Christmas Fables: Holiday Guardians Collector's Edition,[6],Missing,Its time to make your choice In the new game you have to bring Santa to children despite the odds using your wits and the Christmas spirit,[31],,,,,,
212,234717,BumpUpGhostBuster,"[6, 405]",Missing,This is a oneplayer horror game in which you must defeat the ghosts that lurk in the field Search for invisible ghosts by relying on sound and defeat them without being found by the ghosts If the ghost finds you,[32],,,,,,
213,234708,Mind the Pipes!,[6],While working at a treatment facility for hazardous and toxic waste our hero learns that a rival company is secretly developing a device that threatens to bankrupt his company This leaves our hero with no other choice than to infiltrate the rival companys research facility and sabotage their prototype before its too late With many of his colleagues having failed before him our hero is the last hope for his company,Equipped with a hightech protective suit the nameless hero of this 2d platforming game embarks on a dangerous journey to save his company from bankruptcy  He must constantly utilize his suits ability to change color as he will be traversing several levels of pipes containing highly hazardous liquids that may instantly disintegrate him if he makes one bad move Of course he is also in constant danger of falling down the depths of the unknown,"[8, 31, 32]",,,,,,
214,234705,Super Hoopers,[6],Set your aim ready into target and score in every way possible lucky bouncy shots no problem find your own way to throw that ball into the hoop Make use of springs force pads walls or floor anything counts  Watch out for the obstacles and enemies that might interfere in your way Some red malicious mannequins are out everywhere keeping you from scoring settings traps in order to make you fail will you be able to beat them  Three awesome characters Cameron Ryan and Rachel are waiting for you each with their own themedscenarios and a sweet short ending sequence Choose between journeys and discover each level,Super Hoopers is a basketballthemed game featuring three playable characters where their purpose is to carefully aim and throw the ball in order to score awesome basketball trick shots Watch out for the obstacles and enemies that might interfere in your way and beat all the available levels,"[14, 32]",,,,,,
215,234687,Backrooms Mainframe,[6],Missing,Backrooms Mainframe is a 16 player coop horror game Explore the labyrinthes while avoiding entities and other dangers while finding your way through,"[15, 31, 32]",,,,,,
216,234546,BattleReign,[6],Henna Wendel is looking for the ring to set her people free These include healing and leading them into a new world Henna will have to fight the monsters and also search for rings in the entire Empire Henna is a Cyberpunk Specie Trying to save her people In order to make that happen she will have to take on the monsters to liberate her people,This is a Free to play Third Person Shooter Game Set for Henna to challenge and Liberate Nexirus It is designed to create a challenge between role playing weapons and Scifi weapons Dive into Hennas world and set yourself on a deliverance quest,"[5, 12, 15, 31, 32]",,,,,,
217,234359,Ballads and Romances,[6],Missing,Investigate the origins of the literary debut of Adam Mickiewicz a XIX centuryfamous Polish poet In an immersive visual novel discover the secret of his love friendship and artistic inspirations,"[32, 34]",,,,,,
218,234299,Stick to the Plan,"[3, 6, 14, 82]",The game is simple avoid obstacles and chart a path towards the goal But beware its not as easy as it appears And dont forget to grab your stick,A relaxing and charming puzzle game about Roberto a dog who really loves loooooooong sticks with a plan in mind,"[9, 31, 32]",,,,,,
219,234225,Eggcelerate! to the North Pole,"[3, 6, 14]",Missing,Race through winter with slippery physics attempting to carry an egg on top of your vehicle Timetrial your way to the top of the leaderboards collect 100 snowmen and snowwomen hidden around the world and do your best not to break an egg,[10],,,,,,
220,234145,I Commissioned Some Bees: 12 Days,[6],Missing,The brief was simple Artists were commissioned to create a fantasy Christmaswinter world and hide as many bees as they can inside it Now its your job to find them all With 15 art pieces to choose from and 1500 bees you will have a lot of searching to do,[32],,,,,,
221,233848,WJMax,[6],Missing,This is a fan game of streamer woowakgood,"[7, 32, 33]",,,,,,
222,233653,The Night Before Star Wars,[6],Missing,To Save Spacemas you must fly across the planet and collect all the neccesary components while shootering the empire along the way,Missing,,,,,,
223,232802,Hentai Christmas,"[3, 6, 14]",Missing,Hentai Christmas is a relaxing puzzle game With the theme of christmas and 24 unique sexy girls Enjoy sexy girls pictures and relaxing music to complete the puzzle,"[9, 15, 32]",,,,,,
224,232698,Sperma,[6],Sperma is a single player roguelite about getting fertilized Players control a fleet of spermoids that all have their own opinions about which direction to advance Take charge and guide the spermoids to their ovarian objective Upgrade your load to enhance the fleets size agility and morale Unlock spermoid injectors to personalize your insertion preferences,Experience a roguelite in a fashion you never asked for Command a fleet of brave spermoids upgrade your load and save the world by getting fertilized,"[13, 32, 33]",,,,,,
225,232687,EmoteGuesser,[6],Missing,EmoteGuesser is a very simple game about guessing 7TV Emotes from a specified Twitch channel Its more challenging than it sounds but youll have to check it out yourself,"[26, 32]",,,,,,
226,232233,No More Money,[6],Missing,A visual novel in which you play as a 20 year old man forced to move to a new city after his family lost all of their money,"[32, 34]",1.23,0.0,0.0,60.0,2.0,2.0
